EntityID,AttributeID,Value,TimePeriod
19686,buyer,buyer:4484,2023-02
3278,buyer,buyer:4549,2023-01
267,buyer,buyer:834,2022-06
19809,buyer,buyer:8580,2023-05
11319,item,item:59586,2023-04
15529,buyer,buyer:64213,2023-05
13371,buyer,buyer:37822,2023-05
16769,item,item:65484,2022-08
3273,item,item:10154,2022-05
4645,item,item:24126,2022-03
6500,tender,tender:2339,2022-12
321,buyer,buyer:68430,2022-07
7639,buyer,buyer:24031,2021-11
15559,buyer,buyer:68838,2022-12
11558,item,item:17443,2023-05
1481,buyer,buyer:44829,2022-10
7199,item,item:10978,2022-06
7496,item,item:9200,2022-07
17057,tender,tender:2841,2023-03
17980,buyer,buyer:2291,2023-03
12254,buyer,buyer:38704,2022-09
15421,buyer,buyer:19538,2022-05
6390,item,item:13482,2023-02
12840,item,item:7731,2022-01
4608,item,item:4971,2022-01
105,buyer,buyer:5595,2023-02
7284,item,item:18685,2022-03
16532,item,item:46553,2022-12
3607,buyer,buyer:10782,2022-10
10556,tender,tender:90,2021-11
12318,tender,tender:949,2022-04
8171,buyer,buyer:21699,2022-10
9367,item,item:29881,2022-02
1293,tender,tender:1603,2022-08
18311,buyer,buyer:27073,2022-07
3846,tender,tender:2660,2023-02
4676,item,item:15100,2022-02
5451,buyer,buyer:16977,2022-08
214,tender,tender:2835,2023-03
17250,buyer,buyer:15017,2023-05
4657,item,item:14548,2023-06
941,item,item:56386,2023-01
3383,item,item:20667,2022-01
13537,item,item:63986,2023-03
1644,item,item:64185,2022-02
7978,buyer,buyer:33561,2022-09
4296,tender,tender:3171,2023-05
4485,item,item:14774,2021-11
9072,item,item:28915,2023-03
6374,item,item:20381,2023-02
7948,tender,tender:1444,2022-07
218,buyer,buyer:68429,2023-06
12442,tender,tender:2368,2022-12
16578,buyer,buyer:26720,2023-02
16340,item,item:12976,2022-04
10762,item,item:66056,2022-07
5436,buyer,buyer:7786,2022-10
18933,item,item:33650,2022-09
364,item,item:9,2022-07
18921,tender,tender:2999,2023-04
10841,item,item:21056,2022-08
14145,item,item:1263,2022-09
17334,buyer,buyer:8335,2023-04
15667,buyer,buyer:2309,2023-02
9451,tender,tender:1105,2022-05
1885,buyer,buyer:5930,2021-11
9178,item,item:2379,2022-02
13091,buyer,buyer:12546,2023-02
9096,buyer,buyer:28695,2022-02
2434,buyer,buyer:22735,2022-07
8844,tender,tender:199,2021-12
826,buyer,buyer:920,2022-05
2068,tender,tender:420,2022-01
11527,buyer,buyer:28504,2023-04
14833,tender,tender:1067,2022-05
16137,item,item:17118,2022-03
11148,buyer,buyer:15747,2022-05
4063,item,item:13070,2022-03
16671,tender,tender:3349,2023-06
13290,tender,tender:3045,2023-04
3450,item,item:1670,2021-11
14995,item,item:3701,2022-11
4646,buyer,buyer:14640,2021-11
8124,buyer,buyer:24430,2022-11
7759,item,item:65409,2021-12
12247,item,item:61388,2023-05
1806,item,item:6101,2022-07
14435,tender,tender:944,2022-04
6576,tender,tender:1258,2022-06
13955,item,item:528,2022-06
5413,buyer,buyer:51167,2023-02
2088,tender,tender:1962,2022-10
2049,buyer,buyer:6213,2021-11
8202,buyer,buyer:26399,2021-12
17564,tender,tender:1348,2022-06
15780,buyer,buyer:14149,2022-10
895,buyer,buyer:3256,2022-04
10562,buyer,buyer:18558,2023-04
17178,buyer,buyer:19869,2022-12
11289,item,item:22833,2022-10
3478,tender,tender:1424,2022-07
14051,buyer,buyer:9578,2023-03
11688,item,item:11287,2023-02
15415,buyer,buyer:26675,2023-06
5491,buyer,buyer:17145,2022-04
19006,item,item:5901,2023-06
14955,tender,tender:447,2022-01
3186,tender,tender:920,2022-04
5772,tender,tender:1808,2022-09
4063,item,item:1831,2022-07
13293,item,item:33832,2023-04
179,buyer,buyer:151,2022-05
11500,item,item:26613,2023-01
2436,item,item:810,2022-02
2968,item,item:64214,2022-05
7804,tender,tender:2499,2023-01
18239,buyer,buyer:57847,2022-10
9139,buyer,buyer:18566,2022-12
3500,tender,tender:387,2022-01
14511,buyer,buyer:19081,2022-12
3066,item,item:25272,2022-07
2964,item,item:48419,2023-05
15894,buyer,buyer:145,2022-09
13791,item,item:43817,2022-10
581,buyer,buyer:74,2023-05
9747,tender,tender:619,2022-02
8954,buyer,buyer:6626,2022-08
9658,item,item:62638,2023-03
4364,buyer,buyer:13729,2022-01
11890,item,item:2674,2022-11
2221,item,item:6794,2021-12
2861,item,item:6902,2022-08
19754,tender,tender:3180,2023-05
9769,item,item:31168,2021-11
5044,buyer,buyer:64727,2021-12
19610,item,item:66019,2022-12
16289,tender,tender:2877,2023-03
17597,item,item:56144,2021-12
16032,tender,tender:707,2022-03
11544,tender,tender:3159,2023-05
3720,buyer,buyer:10407,2022-12
472,tender,tender:1789,2022-09
17349,buyer,buyer:13850,2023-03
7007,buyer,buyer:67945,2022-01
15824,buyer,buyer:67692,2022-11
19399,buyer,buyer:57030,2022-08
9138,item,item:452,2022-05
6417,tender,tender:1127,2022-05
11215,tender,tender:1440,2022-07
19902,item,item:15419,2022-12
19472,item,item:60740,2022-09
11736,tender,tender:564,2022-02
19084,item,item:17072,2023-06
5206,tender,tender:2808,2023-03
9450,tender,tender:1589,2022-08
6654,item,item:37336,2022-06
16571,item,item:20853,2022-02
945,tender,tender:716,2022-03
9748,tender,tender:957,2022-04
4655,buyer,buyer:387,2022-09
11955,tender,tender:222,2021-12
18085,item,item:33055,2023-03
3267,buyer,buyer:10269,2022-01
19280,tender,tender:972,2022-04
7866,item,item:62926,2023-04
12650,tender,tender:3314,2023-06
2638,tender,tender:2994,2023-04
8581,tender,tender:87,2021-11
12463,item,item:12175,2022-06
19970,tender,tender:2301,2022-12
3684,tender,tender:2854,2023-03
11045,tender,tender:239,2021-12
18412,item,item:26579,2022-01
3228,item,item:2336,2022-08
14463,item,item:30955,2023-06
16227,buyer,buyer:32793,2022-03
2749,tender,tender:1615,2022-08
19376,tender,tender:2727,2023-02
15049,tender,tender:2981,2023-04
3490,item,item:2452,2022-01
6395,item,item:31255,2021-11
19936,tender,tender:2988,2023-04
2545,tender,tender:2002,2022-10
352,item,item:1018,2022-03
14418,tender,tender:5,2021-11
9562,tender,tender:3332,2023-06
4457,item,item:14402,2021-12
5667,item,item:46440,2022-05
15992,buyer,buyer:31077,2022-10
308,buyer,buyer:230,2023-01
13657,buyer,buyer:1484,2022-12
7995,item,item:25480,2022-12
4851,tender,tender:924,2022-04
10631,item,item:47121,2022-11
6510,tender,tender:1455,2022-07
15926,item,item:50991,2021-12
2512,tender,tender:1776,2022-09
1279,tender,tender:588,2022-02
4507,item,item:13925,2022-02
12916,tender,tender:2903,2023-03
10250,item,item:55807,2022-03
11166,tender,tender:580,2022-02
19769,tender,tender:2336,2022-12
3025,buyer,buyer:3452,2022-12
2076,tender,tender:1296,2022-06
17321,buyer,buyer:24085,2023-06
18357,item,item:37611,2023-03
5664,buyer,buyer:17841,2022-04
12595,item,item:26506,2023-02
5620,tender,tender:370,2022-01
6707,item,item:2322,2022-07
15394,tender,tender:2005,2022-10
10442,item,item:26578,2022-04
14270,item,item:8897,2022-10
17597,buyer,buyer:14612,2022-09
19158,tender,tender:2031,2022-10
5033,buyer,buyer:2492,2023-06
8067,item,item:68617,2022-10
14831,tender,tender:247,2021-12
5146,item,item:1180,2022-09
5347,tender,tender:1283,2022-06
11314,buyer,buyer:3451,2022-11
6207,buyer,buyer:24370,2023-04
18582,item,item:8692,2023-03
6754,buyer,buyer:12057,2023-05
7303,tender,tender:3325,2023-06
5779,tender,tender:2183,2022-11
12960,buyer,buyer:22275,2022-05
16151,buyer,buyer:28163,2022-12
5010,item,item:14268,2022-06
1730,item,item:4683,2022-10
14054,item,item:31741,2022-10
5562,tender,tender:2333,2022-12
14767,tender,tender:1240,2022-06
11987,item,item:6666,2022-09
17987,buyer,buyer:659,2023-04
15459,buyer,buyer:21171,2022-02
3870,tender,tender:2515,2023-01
2181,tender,tender:731,2022-03
8717,item,item:22885,2021-11
13482,tender,tender:3166,2023-05
18602,item,item:7440,2022-08
601,item,item:1469,2021-11
9560,buyer,buyer:53016,2023-02
653,tender,tender:2674,2023-02
9151,item,item:9828,2022-07
9746,tender,tender:195,2021-12
10451,item,item:33464,2021-11
4199,item,item:17892,2022-07
13196,buyer,buyer:41805,2023-01
14282,buyer,buyer:2277,2023-06
9317,item,item:6932,2022-11
15399,buyer,buyer:48957,2021-11
8751,buyer,buyer:27582,2022-08
14335,buyer,buyer:45088,2021-11
6659,item,item:21387,2022-08
7418,tender,tender:2186,2022-11
6003,buyer,buyer:5475,2022-08
438,buyer,buyer:1115,2021-11
8502,buyer,buyer:26779,2022-01
5524,buyer,buyer:29565,2023-06
9829,item,item:65887,2021-12
15784,tender,tender:2641,2023-02
9488,tender,tender:2331,2022-12
4407,tender,tender:2330,2022-12
9194,buyer,buyer:611,2022-07
19878,buyer,buyer:29093,2023-03
3757,item,item:7935,2021-12
9999,tender,tender:738,2022-03
2452,tender,tender:427,2022-01
1143,buyer,buyer:2963,2022-04
2240,tender,tender:767,2022-03
6001,buyer,buyer:12035,2022-04
72,item,item:16089,2022-08
9997,tender,tender:220,2021-12
9151,buyer,buyer:28551,2022-07
18432,item,item:33636,2022-04
4216,buyer,buyer:12904,2022-07
19102,tender,tender:2627,2023-02
2562,buyer,buyer:591,2023-03
310,buyer,buyer:28183,2022-07
10012,item,item:32079,2021-12
2221,tender,tender:1233,2022-06
3457,buyer,buyer:5565,2022-12
12839,tender,tender:15,2021-11
18192,buyer,buyer:58,2022-01
6689,tender,tender:600,2022-02
1839,item,item:5591,2022-08
17096,buyer,buyer:39998,2023-02
4538,buyer,buyer:3023,2021-12
15473,buyer,buyer:49097,2022-02
6301,buyer,buyer:19658,2022-06
13582,item,item:44398,2022-12
11365,tender,tender:222,2021-12
19625,item,item:62594,2021-11
9352,item,item:4724,2022-09
15695,tender,tender:1155,2022-05
17928,buyer,buyer:4839,2022-09
19712,buyer,buyer:27486,2023-03
14828,item,item:13323,2023-06
16708,buyer,buyer:16825,2022-11
1606,tender,tender:2694,2023-02
5220,tender,tender:37,2021-11
14922,tender,tender:429,2022-01
5307,tender,tender:2031,2022-10
14098,tender,tender:450,2022-01
9169,item,item:28791,2022-12
4232,tender,tender:2984,2023-04
7878,item,item:18699,2022-10
14501,item,item:32309,2022-12
12957,buyer,buyer:8523,2022-07
12178,item,item:46404,2021-11
7456,buyer,buyer:8625,2022-10
8943,tender,tender:1482,2022-07
5846,tender,tender:2174,2022-11
10458,buyer,buyer:33007,2022-10
6001,item,item:2426,2022-06
9704,tender,tender:2013,2022-10
3840,tender,tender:1608,2022-08
12956,buyer,buyer:40552,2022-10
4818,item,item:7476,2022-07
5434,item,item:579,2023-06
7881,tender,tender:2152,2022-11
7931,buyer,buyer:24964,2022-07
16757,buyer,buyer:33770,2022-11
1655,tender,tender:933,2022-04
11458,item,item:10723,2022-06
1757,buyer,buyer:5464,2022-02
14741,tender,tender:921,2022-04
18818,buyer,buyer:59888,2023-06
11054,item,item:3643,2022-07
4692,tender,tender:1604,2022-08
2282,item,item:7328,2022-01
5098,tender,tender:1644,2022-08
11011,tender,tender:901,2022-04
5429,buyer,buyer:1881,2022-01
16672,buyer,buyer:57806,2022-12
19880,buyer,buyer:66183,2023-06
9390,buyer,buyer:65587,2022-08
17567,item,item:68508,2022-01
15596,item,item:4532,2023-05
8813,buyer,buyer:15445,2022-12
10029,item,item:19928,2022-07
891,buyer,buyer:63794,2022-05
2149,item,item:9162,2022-08
8243,buyer,buyer:46697,2022-10
7836,item,item:24837,2023-01
1896,tender,tender:948,2022-04
19081,buyer,buyer:10920,2022-03
2652,item,item:50523,2021-11
14013,buyer,buyer:2051,2023-06
12791,buyer,buyer:20568,2023-01
16680,item,item:10152,2023-01
149,tender,tender:1095,2022-05
4450,item,item:11928,2022-05
4147,tender,tender:419,2022-01
7510,item,item:58544,2022-10
12824,tender,tender:3384,2023-06
14276,buyer,buyer:381,2022-12
19542,item,item:62305,2022-04
14175,item,item:20661,2023-04
8190,item,item:46955,2023-04
13490,tender,tender:3192,2023-05
1669,tender,tender:1097,2022-05
19193,item,item:52214,2022-10
16179,item,item:51641,2022-11
5741,item,item:16777,2022-01
263,buyer,buyer:817,2022-01
18808,tender,tender:2643,2023-02
9618,tender,tender:270,2021-12
6686,tender,tender:1600,2022-08
6577,item,item:21123,2022-01
19228,tender,tender:908,2022-04
4346,tender,tender:2155,2022-11
18645,item,item:13909,2022-12
4716,tender,tender:225,2021-12
4116,tender,tender:709,2022-03
4729,tender,tender:1426,2022-07
6186,tender,tender:1071,2022-05
13273,buyer,buyer:5675,2022-02
1918,tender,tender:1450,2022-07
18165,buyer,buyer:58090,2022-05
10110,item,item:66555,2022-12
7129,tender,tender:751,2022-03
167,buyer,buyer:491,2022-04
12684,item,item:9950,2022-11
4977,item,item:16793,2021-11
5493,buyer,buyer:16871,2022-06
3889,tender,tender:1469,2022-07
10674,buyer,buyer:37736,2022-04
10100,tender,tender:1468,2022-07
15901,buyer,buyer:66869,2022-06
8264,item,item:26048,2022-03
12728,tender,tender:1590,2022-08
4882,buyer,buyer:15327,2021-11
3486,buyer,buyer:5663,2022-05
5486,tender,tender:253,2021-12
5729,buyer,buyer:5372,2023-04
12083,item,item:38795,2021-11
16765,tender,tender:2493,2023-01
14284,buyer,buyer:15843,2023-06
15807,buyer,buyer:9914,2022-09
5280,tender,tender:2685,2023-02
12579,tender,tender:80,2021-11
3910,tender,tender:3140,2023-05
9335,buyer,buyer:44686,2023-06
16116,buyer,buyer:27512,2022-04
12958,buyer,buyer:41579,2022-01
8254,buyer,buyer:2878,2022-06
17153,item,item:30955,2022-09
13351,item,item:42667,2022-01
18004,item,item:4692,2023-02
5128,buyer,buyer:15729,2022-04
4770,buyer,buyer:14969,2021-11
10197,item,item:3309,2022-12
8073,item,item:9341,2022-08
17254,buyer,buyer:4410,2022-09
3773,buyer,buyer:65727,2022-07
15723,item,item:45884,2022-04
8824,buyer,buyer:167,2023-06
7816,tender,tender:1421,2022-07
17253,item,item:66522,2023-01
4395,buyer,buyer:9672,2022-06
14866,tender,tender:3159,2023-05
17418,tender,tender:721,2022-03
1401,tender,tender:388,2022-01
10800,item,item:18812,2022-03
2041,tender,tender:2842,2023-03
17601,buyer,buyer:5571,2022-10
16330,tender,tender:2369,2022-12
19493,item,item:13658,2023-01
1596,tender,tender:603,2022-02
6474,buyer,buyer:68789,2022-11
2657,buyer,buyer:8369,2021-11
8215,buyer,buyer:25980,2021-11
15335,tender,tender:1414,2022-07
8880,tender,tender:787,2022-03
4046,tender,tender:743,2022-03
44,buyer,buyer:34170,2022-07
5985,item,item:19222,2021-12
8668,item,item:63972,2022-01
1110,item,item:3643,2021-12
6228,tender,tender:374,2022-01
17275,tender,tender:2819,2023-03
11865,item,item:32846,2022-09
11814,tender,tender:3014,2023-04
9135,tender,tender:577,2022-02
270,tender,tender:2301,2022-12
10993,tender,tender:932,2022-04
19941,item,item:25339,2023-06
14016,item,item:57812,2022-06
3046,tender,tender:1595,2022-08
10515,item,item:6775,2022-01
12770,item,item:41347,2022-06
19069,tender,tender:2022,2022-10
2106,item,item:7666,2022-12
7351,item,item:55444,2022-08
5320,tender,tender:1263,2022-06
4222,tender,tender:3312,2023-06
8510,item,item:41531,2022-11
3907,tender,tender:1468,2022-07
3997,tender,tender:1794,2022-09
1510,tender,tender:1603,2022-08
16034,buyer,buyer:15263,2023-01
7977,tender,tender:433,2022-01
10524,tender,tender:2828,2023-03
9583,item,item:15512,2023-01
18920,tender,tender:2500,2023-01
4816,item,item:15813,2021-11
9212,tender,tender:2020,2022-10
3659,tender,tender:2883,2023-03
14305,item,item:1447,2023-02
19971,item,item:69,2022-09
1421,tender,tender:250,2021-12
6429,item,item:58485,2022-12
13076,buyer,buyer:20806,2022-11
19687,item,item:481,2022-01
5372,tender,tender:2440,2023-01
9752,buyer,buyer:2678,2023-02
6631,tender,tender:2362,2022-12
17941,buyer,buyer:25130,2023-02
505,buyer,buyer:1547,2021-11
16747,tender,tender:192,2021-12
5650,buyer,buyer:53636,2022-04
6208,tender,tender:228,2021-12
8140,tender,tender:2473,2023-01
10851,tender,tender:566,2022-02
14741,tender,tender:1271,2022-06
14599,buyer,buyer:1239,2022-01
2595,buyer,buyer:592,2023-03
8756,item,item:27651,2022-09
4078,item,item:13153,2021-11
17308,item,item:55275,2022-05
3159,item,item:10165,2022-01
7779,tender,tender:2010,2022-10
17387,buyer,buyer:63717,2023-03
16,tender,tender:1089,2022-05
11471,item,item:3518,2022-06
4348,buyer,buyer:4256,2023-03
16077,tender,tender:2680,2023-02
19388,tender,tender:1821,2022-09
325,item,item:43952,2022-03
7371,item,item:6464,2023-04
1135,item,item:4439,2022-05
5689,item,item:2330,2022-10
3488,tender,tender:1128,2022-05
6923,item,item:61726,2023-03
4735,tender,tender:931,2022-04
887,item,item:65338,2023-03
19931,tender,tender:1305,2022-06
10022,tender,tender:1574,2022-08
18150,buyer,buyer:23079,2023-03
17583,tender,tender:110,2021-11
12228,tender,tender:1903,2022-09
5590,tender,tender:1449,2022-07
11615,buyer,buyer:6072,2022-07
8010,tender,tender:1444,2022-07
6036,buyer,buyer:38500,2023-01
12194,tender,tender:212,2021-12
158,buyer,buyer:1017,2023-05
10086,item,item:32361,2022-02
8492,tender,tender:287,2021-12
4218,buyer,buyer:1475,2023-03
4292,item,item:5283,2022-08
14054,buyer,buyer:12057,2022-04
9358,buyer,buyer:29503,2022-02
14825,item,item:25137,2022-12
11628,item,item:6212,2023-02
18522,buyer,buyer:1038,2022-03
270,item,item:56726,2022-11
17883,buyer,buyer:67264,2021-12
3398,buyer,buyer:17668,2022-09
12608,item,item:10169,2022-06
5664,buyer,buyer:17845,2022-02
8803,item,item:15117,2022-08
5695,item,item:18013,2022-06
18879,buyer,buyer:36510,2022-11
9121,buyer,buyer:25839,2023-04
636,item,item:50364,2021-11
6588,buyer,buyer:458,2022-01
2921,tender,tender:2117,2022-11
17788,tender,tender:3359,2023-06
16311,tender,tender:2472,2023-01
13078,item,item:3329,2023-03
10097,buyer,buyer:8099,2022-10
298,buyer,buyer:35247,2022-08
13500,buyer,buyer:31980,2023-04
9633,tender,tender:3167,2023-05
6486,buyer,buyer:20408,2021-11
7972,buyer,buyer:40,2023-03
18881,buyer,buyer:47002,2023-01
7297,item,item:63827,2022-04
5356,buyer,buyer:11838,2022-02
8542,buyer,buyer:26986,2022-03
5493,buyer,buyer:831,2021-12
9371,tender,tender:641,2022-02
7891,buyer,buyer:37645,2023-05
7268,tender,tender:431,2022-01
4064,tender,tender:733,2022-03
16843,item,item:53512,2022-06
12033,tender,tender:1777,2022-09
16008,item,item:23549,2022-01
16748,item,item:48798,2022-06
7791,item,item:65381,2022-07
1515,item,item:4553,2022-03
19454,item,item:58035,2023-04
17424,buyer,buyer:12209,2023-03
12901,tender,tender:3189,2023-05
8836,buyer,buyer:67987,2022-02
8963,buyer,buyer:8738,2022-08
1144,item,item:13,2023-06
6392,buyer,buyer:2799,2023-04
18928,buyer,buyer:57891,2022-10
15007,tender,tender:2649,2023-02
14138,buyer,buyer:44913,2022-02
7130,item,item:23260,2022-04
13229,item,item:11266,2022-05
10675,tender,tender:762,2022-03
7974,item,item:1250,2022-10
12263,item,item:16329,2023-04
2871,item,item:43634,2022-06
3400,item,item:490,2022-07
8201,tender,tender:250,2021-12
6337,buyer,buyer:47483,2021-11
14109,buyer,buyer:18309,2022-05
17200,tender,tender:2643,2023-02
10762,buyer,buyer:34014,2021-11
11643,item,item:52896,2022-05
10917,tender,tender:555,2022-02
16136,item,item:51518,2022-03
15809,buyer,buyer:15635,2022-01
3231,item,item:3544,2022-06
4209,buyer,buyer:17061,2022-05
18079,tender,tender:419,2022-01
4058,buyer,buyer:8323,2022-05
14655,item,item:16586,2023-01
5644,buyer,buyer:14569,2022-06
15540,buyer,buyer:33004,2023-05
511,tender,tender:1458,2022-07
12537,item,item:28250,2022-03
3932,item,item:29116,2022-04
18022,item,item:67585,2022-11
9106,buyer,buyer:28720,2022-04
15802,item,item:10192,2023-01
11287,buyer,buyer:35621,2022-02
7993,tender,tender:3010,2023-04
2196,buyer,buyer:6624,2022-02
2996,buyer,buyer:8707,2022-03
7136,buyer,buyer:11116,2023-03
16997,buyer,buyer:27171,2023-03
6367,item,item:19998,2022-04
71,buyer,buyer:66,2021-12
5791,buyer,buyer:9924,2022-07
5382,buyer,buyer:16611,2021-11
815,item,item:2551,2022-10
17255,tender,tender:2360,2022-12
4118,item,item:1559,2022-05
1088,buyer,buyer:2450,2022-08
8232,item,item:1274,2023-01
19689,item,item:17280,2023-04
5339,item,item:17084,2022-05
12643,item,item:40581,2021-11
17361,item,item:55425,2021-11
19187,tender,tender:2875,2023-03
1090,buyer,buyer:53,2022-02
4221,item,item:2739,2023-02
17941,item,item:67568,2023-03
2455,item,item:8839,2022-06
9748,tender,tender:724,2022-03
12180,buyer,buyer:10707,2022-11
13290,item,item:42557,2022-12
484,buyer,buyer:1179,2023-05
11438,tender,tender:2973,2023-04
17939,item,item:29882,2022-10
7731,item,item:20034,2022-06
16480,item,item:52625,2023-05
10198,tender,tender:2499,2023-01
8897,item,item:277,2023-03
1434,item,item:732,2022-03
10079,item,item:25338,2022-01
7988,buyer,buyer:5110,2023-05
15711,item,item:2585,2023-01
4442,buyer,buyer:10727,2022-03
2637,item,item:8760,2023-02
6176,buyer,buyer:1952,2023-01
2144,tender,tender:594,2022-02
11136,tender,tender:1992,2022-10
4364,item,item:14241,2021-12
7007,tender,tender:556,2022-02
213,tender,tender:2296,2022-12
556,buyer,buyer:30807,2022-09
10914,item,item:48477,2021-11
11834,tender,tender:3307,2023-06
10491,buyer,buyer:48328,2022-07
17402,buyer,buyer:14139,2023-01
16076,buyer,buyer:32086,2022-03
243,buyer,buyer:373,2023-03
15388,buyer,buyer:39506,2023-04
16511,tender,tender:1854,2022-09
15143,item,item:3608,2022-11
9980,buyer,buyer:51263,2022-10
18089,buyer,buyer:1122,2022-05
15648,item,item:6595,2023-01
17683,tender,tender:2662,2023-02
8870,item,item:22190,2023-06
614,buyer,buyer:1899,2022-02
8708,buyer,buyer:19838,2022-09
2690,item,item:59470,2022-08
12007,tender,tender:926,2022-04
14690,item,item:28583,2022-02
15560,item,item:2359,2023-02
2411,buyer,buyer:7443,2023-01
6384,item,item:20101,2022-11
2238,item,item:7257,2022-04
9180,item,item:29529,2022-03
13882,tender,tender:1181,2022-05
5466,tender,tender:3144,2023-05
2724,item,item:10520,2022-12
6314,buyer,buyer:67730,2023-04
10814,item,item:34390,2022-06
8448,tender,tender:2654,2023-02
677,tender,tender:2630,2023-02
4894,tender,tender:1255,2022-06
7112,item,item:1637,2023-04
14707,buyer,buyer:19771,2023-02
13800,tender,tender:2032,2022-10
1517,item,item:3959,2023-02
3185,buyer,buyer:10016,2021-11
1053,buyer,buyer:23037,2022-08
8893,item,item:1295,2023-05
5643,item,item:18268,2022-01
16254,item,item:51887,2022-02
17722,item,item:20339,2022-05
9699,tender,tender:1333,2022-06
8753,buyer,buyer:27509,2023-03
15823,item,item:68290,2023-03
18203,buyer,buyer:58191,2021-11
18956,buyer,buyer:63742,2022-01
5269,buyer,buyer:16191,2022-08
1795,buyer,buyer:63880,2022-08
2019,buyer,buyer:6338,2022-11
13253,tender,tender:1668,2022-08
17144,buyer,buyer:50695,2022-11
2717,item,item:1669,2023-03
2467,buyer,buyer:8430,2022-01
11613,tender,tender:636,2022-02
14061,buyer,buyer:3691,2022-06
13582,buyer,buyer:42736,2023-04
2316,buyer,buyer:7117,2023-03
5536,item,item:9051,2022-02
10423,buyer,buyer:33153,2021-11
12991,item,item:2391,2022-12
1154,item,item:2746,2022-04
9398,item,item:29798,2022-10
1978,tender,tender:1600,2022-08
3425,item,item:9316,2021-11
2307,item,item:3152,2023-01
16532,buyer,buyer:50409,2023-02
15245,tender,tender:433,2022-01
8863,buyer,buyer:7005,2022-12
6305,item,item:20580,2021-12
10696,item,item:34217,2021-12
22,item,item:1937,2023-06
6813,tender,tender:559,2022-02
13608,buyer,buyer:16817,2021-11
8974,tender,tender:1609,2022-08
2673,tender,tender:2175,2022-11
15262,item,item:2507,2023-03
8500,buyer,buyer:20665,2022-06
5086,item,item:16419,2022-01
3088,tender,tender:904,2022-04
16129,tender,tender:1270,2022-06
1470,tender,tender:192,2021-12
9447,buyer,buyer:7790,2021-12
13842,item,item:11635,2022-09
13671,tender,tender:774,2022-03
2573,buyer,buyer:7725,2021-11
14493,buyer,buyer:489,2022-08
9636,tender,tender:2297,2022-12
16556,buyer,buyer:6964,2022-01
8485,item,item:264,2022-08
13194,buyer,buyer:85,2022-08
17970,tender,tender:3373,2023-06
11112,item,item:35365,2022-11
6405,item,item:24098,2023-05
2387,buyer,buyer:2799,2022-09
18277,buyer,buyer:21427,2022-12
11055,tender,tender:1949,2022-10
14593,buyer,buyer:1623,2023-04
16676,item,item:55397,2023-05
11288,buyer,buyer:9968,2022-12
4051,item,item:13970,2022-05
4507,buyer,buyer:13793,2022-02
10403,item,item:33305,2022-11
17348,buyer,buyer:35654,2023-04
11192,item,item:4430,2023-03
9481,buyer,buyer:29824,2021-11
4718,tender,tender:209,2021-12
10003,item,item:49122,2023-01
14744,tender,tender:2802,2023-03
6568,buyer,buyer:8678,2022-04
9685,tender,tender:3223,2023-05
409,tender,tender:243,2021-12
3725,buyer,buyer:331,2022-11
3942,buyer,buyer:12384,2022-02
12000,tender,tender:1149,2022-05
13445,buyer,buyer:55950,2021-11
1751,item,item:6263,2022-04
6615,item,item:5921,2022-03
7670,buyer,buyer:1454,2022-01
15402,buyer,buyer:3309,2023-01
3513,item,item:11055,2022-04
3643,tender,tender:2843,2023-03
4631,item,item:12269,2022-02
5855,item,item:18220,2022-06
19236,item,item:61320,2023-04
11387,buyer,buyer:26,2022-02
14101,item,item:24383,2023-06
14844,item,item:6946,2023-06
14805,buyer,buyer:47093,2023-01
10759,item,item:34425,2022-07
19152,item,item:15394,2022-02
9020,tender,tender:575,2022-02
15188,tender,tender:1663,2022-08
12076,tender,tender:1125,2022-05
3084,buyer,buyer:51940,2021-11
2795,item,item:8896,2022-02
715,tender,tender:928,2022-04
809,tender,tender:2633,2023-02
17392,buyer,buyer:55093,2023-03
2191,tender,tender:2125,2022-11
18677,item,item:59709,2023-02
16802,buyer,buyer:53474,2022-03
10722,item,item:34306,2021-12
2879,tender,tender:1787,2022-09
7006,buyer,buyer:2717,2022-10
1447,buyer,buyer:61837,2022-12
4689,item,item:5875,2022-11
7794,item,item:4961,2022-12
8042,item,item:20728,2023-01
5269,item,item:16982,2021-11
8805,item,item:6176,2023-01
9048,buyer,buyer:3867,2022-05
14205,buyer,buyer:18383,2023-02
2911,buyer,buyer:16398,2022-12
9867,buyer,buyer:7407,2023-04
9397,tender,tender:605,2022-02
6648,tender,tender:23,2021-11
8895,tender,tender:1983,2022-10
1465,buyer,buyer:11066,2022-02
6468,item,item:19948,2023-02
1981,item,item:17733,2022-07
6176,item,item:18159,2022-11
12452,buyer,buyer:68919,2023-05
11415,item,item:9340,2022-07
8483,item,item:2145,2022-03
5977,buyer,buyer:8427,2022-04
1806,buyer,buyer:5646,2022-02
16239,buyer,buyer:3037,2023-06
1826,tender,tender:558,2022-02
11048,item,item:36687,2023-06
14339,item,item:13086,2022-06
10584,item,item:33360,2022-05
14321,buyer,buyer:30720,2023-05
2519,buyer,buyer:6962,2022-09
7221,tender,tender:61,2021-11
232,buyer,buyer:165,2022-03
2798,tender,tender:731,2022-03
13856,tender,tender:1612,2022-08
18896,tender,tender:3396,2023-06
7740,tender,tender:3360,2023-06
2048,item,item:59103,2023-03
5129,buyer,buyer:22735,2022-11
2242,item,item:7268,2021-11
